"ID","COD_GRUPO","NOTA","CULTURA","LIVROS","TRABALHO"
1051,"Fisica (Licenciatura)",32.4,"5","De tres a cinco","Trabalho Eventualmente"
1052,"Fisica (Licenciatura)",32.8,"6","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1053,"Fisica (Licenciatura)",35.6,"6","De seis a oito","Trabalho ate 20 horas semanais"
1054,"Fisica (Licenciatura)",40.9,"5","Nenhum","Trabalho 40 horas semanais ou mais"
1057,"Fisica (Licenciatura)",41.5,"6","Um ou Dois","Trabalho Eventualmente"
1058,"Fisica (Licenciatura)",43.2,"5","Nenhum","Trabalho de 21 a 31 horas semanais"
1064,"Engenharia Ambiental",44.9,"3","Um ou Dois","Trabalho Eventualmente"
1078,"Engenharia Ambiental",30.1,"3","Um ou Dois","Trabalho 40 horas semanais ou mais"
1084,"Engenharia Ambiental",54.5,"5","De tres a cinco","Trabalho Eventualmente"
1102,"Engenharia Ambiental",29.3,"0","Um ou Dois","Trabalho 40 horas semanais ou mais"
1113,"Engenharia de Alimentos",26,"2","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1114,"Engenharia de Alimentos",48.2,"5","De seis a oito","Trabalho Eventualmente"
1119,"Engenharia de Alimentos",24.7,"1","Um ou Dois","Trabalho Eventualmente"
1129,"Engenharia de Alimentos",23.6,"3","Um ou Dois","Trabalho Eventualmente"
1131,"Engenharia de Alimentos",13.4,"0","Nenhum","Trabalho 40 horas semanais ou mais"
1133,"Engenharia de Alimentos",23.4,"4","De tres a cinco","Trabalho Eventualmente"
1141,"Engenharia de Alimentos",44.3,"2","Mais de oito","Trabalho 40 horas semanais ou mais"
1148,"Engenharia de Alimentos",27.9,"5","Nenhum","Trabalho Eventualmente"
1153,"Engenharia de Alimentos",66.4,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1164,"Engenharia de Alimentos",34.2,"3","De seis a oito","Trabalho Eventualmente"
1202,"Musica",45,"3","Um ou Dois","Trabalho Eventualmente"
1203,"Musica",35,"0","Nenhum","Trabalho ate 20 horas semanais"
1204,"Musica",54.9,"3","De tres a cinco","Trabalho 40 horas semanais ou mais"
1205,"Musica",44.9,"1","Nenhum","Trabalho de 21 a 31 horas semanais"
1206,"Musica",49.4,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1207,"Musica",39.8,"5","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1208,"Musica",34.1,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1209,"Musica",47.4,"3","Um ou Dois","Trabalho 40 horas semanais ou mais"
1210,"Musica",46.2,"2","De seis a oito","Trabalho de 21 a 31 horas semanais"
1211,"Musica",52.1,"4","De tres a cinco","Trabalho Eventualmente"
1212,"Musica",47.4,"4","De seis a oito","Trabalho de 21 a 31 horas semanais"
1213,"Musica",49.3,"4","Um ou Dois","Trabalho Eventualmente"
1214,"Musica",30.4,"4","De seis a oito","Trabalho de 21 a 31 horas semanais"
1215,"Musica",44.3,"5","De seis a oito","Trabalho ate 20 horas semanais"
1216,"Musica",39.5,"0","Um ou Dois","Trabalho Eventualmente"
1218,"Musica",59,"6","Nenhum","Trabalho Eventualmente"
1221,"Geografia (Licenciatura)",43,"0","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1222,"Geografia (Licenciatura)",57.8,"5","Um ou Dois","Trabalho ate 20 horas semanais"
1226,"Geografia (Licenciatura)",43.1,"5","De seis a oito","Trabalho 40 horas semanais ou mais"
1229,"Geografia (Licenciatura)",50.6,"6","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1230,"Geografia (Licenciatura)",64.4,"5","De seis a oito","Trabalho de 21 a 31 horas semanais"
1235,"Geografia (Licenciatura)",63.1,"3","Um ou Dois","Trabalho Eventualmente"
1237,"Geografia (Licenciatura)",60.4,"5","Um ou Dois","Trabalho Eventualmente"
1238,"Geografia (Licenciatura)",22.8,"3","De tres a cinco","Trabalho Eventualmente"
1239,"Geografia (Licenciatura)",34.4,"6","Um ou Dois","Trabalho Eventualmente"
1241,"Geografia (Licenciatura)",43.6,"1","Nenhum","Trabalho 40 horas semanais ou mais"
1243,"Geografia (Licenciatura)",44.3,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1246,"Geografia (Licenciatura)",46.8,"3","De tres a cinco","Trabalho 40 horas semanais ou mais"
1247,"Geografia (Licenciatura)",40.7,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1248,"Geografia (Licenciatura)",59.2,"3","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1249,"Geografia (Licenciatura)",27.1,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1250,"Geografia (Licenciatura)",74.6,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1254,"Geografia (Licenciatura)",45.5,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1255,"Geografia (Licenciatura)",73.3,"2","De seis a oito","Trabalho 40 horas semanais ou mais"
1259,"Geografia (Licenciatura)",59.5,"5","Mais de oito","Trabalho de 21 a 31 horas semanais"
1260,"Geografia (Licenciatura)",48.9,"5","De tres a cinco","Trabalho 40 horas semanais ou mais"
1264,"Geografia (Licenciatura)",37.3,"6","De tres a cinco","Trabalho ate 20 horas semanais"
1272,"Geografia (Licenciatura)",56.3,"3","De tres a cinco","Trabalho Eventualmente"
1277,"Geografia (Licenciatura)",39.9,"4","Um ou Dois","Trabalho ate 20 horas semanais"
1279,"Geografia (Licenciatura)",46.7,"3","De tres a cinco","Trabalho 40 horas semanais ou mais"
1283,"Geografia (Licenciatura)",70.9,"3","Mais de oito","Trabalho ate 20 horas semanais"
1284,"Filosofia (Bacharelado)",52.6,"2","De seis a oito","Trabalho 40 horas semanais ou mais"
1285,"Filosofia (Bacharelado)",38.7,"1","De tres a cinco","Trabalho 40 horas semanais ou mais"
1291,"Ciencias Sociais (Bacharelado)",43.9,"2","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1292,"Ciencias Sociais (Bacharelado)",28.3,"2","Um ou Dois","Trabalho Eventualmente"
1298,"Matematica (Bacharelado)",54.3,"6","Um ou Dois","Trabalho ate 20 horas semanais"
1299,"Matematica (Bacharelado)",65.2,"1","Mais de oito","Trabalho Eventualmente"
1301,"Matematica (Bacharelado)",79,"0","Um ou Dois","Trabalho ate 20 horas semanais"
1305,"Fisica (Bacharelado)",48.2,"5","Nenhum","Trabalho Eventualmente"
1314,"Engenharia",51,"5","Um ou Dois","Trabalho Eventualmente"
1317,"Engenharia",42.3,"5","Nenhum","Trabalho de 21 a 31 horas semanais"
1334,"Engenharia",34,"5","Nenhum","Trabalho Eventualmente"
1337,"Engenharia",33.9,"2","Um ou Dois","Trabalho Eventualmente"
1340,"Engenharia",37.9,"5","Um ou Dois","Trabalho Eventualmente"
1342,"Engenharia",48.8,"6","De tres a cinco","Trabalho Eventualmente"
1344,"Engenharia",23.5,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1353,"Engenharia de Producao",34.3,"5","De tres a cinco","Trabalho ate 20 horas semanais"
1354,"Engenharia de Producao",37.5,"1","De tres a cinco","Trabalho 40 horas semanais ou mais"
1355,"Engenharia de Producao",29.6,"3","Nenhum","Trabalho 40 horas semanais ou mais"
1356,"Engenharia de Producao",39.4,"2","Um ou Dois","Trabalho Eventualmente"
1362,"Engenharia de Producao",46.8,"5","De tres a cinco","Trabalho 40 horas semanais ou mais"
1366,"Engenharia de Producao",30.6,"4","De tres a cinco","Trabalho Eventualmente"
1372,"Engenharia de Producao",49.8,"5","Um ou Dois","Trabalho Eventualmente"
1375,"Engenharia de Producao",54,"0","Um ou Dois","Trabalho 40 horas semanais ou mais"
1387,"Ciencias Sociais (Licenciatura)",60.6,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1392,"Ciencias Sociais (Licenciatura)",66.3,"1","De tres a cinco","Trabalho 40 horas semanais ou mais"
1396,"Ciencias Sociais (Licenciatura)",34.9,"0","Um ou Dois","Trabalho 40 horas semanais ou mais"
1399,"Ciencias Sociais (Licenciatura)",63.8,"6","De tres a cinco","Trabalho ate 20 horas semanais"
1404,"Ciencias Sociais (Licenciatura)",47.4,"1","De seis a oito","Trabalho 40 horas semanais ou mais"
1408,"Ciencias Sociais (Licenciatura)",45.2,"6","Mais de oito","Trabalho ate 20 horas semanais"
1409,"Ciencias Sociais (Licenciatura)",35.9,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1410,"Ciencias Sociais (Licenciatura)",37.6,"6","Mais de oito","Trabalho ate 20 horas semanais"
1415,"Ciencias Sociais (Licenciatura)",35.9,"0","De tres a cinco","Trabalho 40 horas semanais ou mais"
1416,"Ciencias Sociais (Licenciatura)",43.9,"6","Mais de oito","Trabalho Eventualmente"
1417,"Ciencias Sociais (Licenciatura)",45.3,"5","Um ou Dois","Trabalho ate 20 horas semanais"
1423,"Ciencias Sociais (Licenciatura)",10.9,"0","De tres a cinco","Trabalho ate 20 horas semanais"
1424,"Ciencias Sociais (Licenciatura)",27.2,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1427,"Ciencias Sociais (Licenciatura)",47.9,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1430,"Ciencias Sociais (Licenciatura)",51.7,"5","Mais de oito","Trabalho 40 horas semanais ou mais"
1433,"Ciencias Sociais (Licenciatura)",43.1,"1","Um ou Dois","Trabalho ate 20 horas semanais"
1434,"Arquitetura e Urbanismo",65.4,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1435,"Arquitetura e Urbanismo",73.6,"6","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1437,"Arquitetura e Urbanismo",47.6,"3","Um ou Dois","Trabalho ate 20 horas semanais"
1445,"Arquitetura e Urbanismo",68.2,"4","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1447,"Arquitetura e Urbanismo",71.1,"3","Um ou Dois","Trabalho ate 20 horas semanais"
1448,"Arquitetura e Urbanismo",53.7,"5","Um ou Dois","Trabalho Eventualmente"
1449,"Arquitetura e Urbanismo",62.3,"6","Um ou Dois","Trabalho Eventualmente"
1453,"Arquitetura e Urbanismo",39.8,"4","Nenhum","Trabalho 40 horas semanais ou mais"
1456,"Arquitetura e Urbanismo",55.7,"2","Um ou Dois","Trabalho ate 20 horas semanais"
1457,"Arquitetura e Urbanismo",70.1,"4","De seis a oito","Trabalho 40 horas semanais ou mais"
1478,"Arquitetura e Urbanismo",73.7,"4","Um ou Dois","Trabalho Eventualmente"
1479,"Arquitetura e Urbanismo",53.1,"4","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1482,"Arquitetura e Urbanismo",38.2,"5","Um ou Dois","Trabalho Eventualmente"
1483,"Matematica (Licenciatura)",34,"0","De tres a cinco","Trabalho Eventualmente"
1484,"Matematica (Licenciatura)",32.6,"6","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1485,"Matematica (Licenciatura)",40.6,"4","Nenhum","Trabalho 40 horas semanais ou mais"
1486,"Matematica (Licenciatura)",43.6,"2","Um ou Dois","Trabalho Eventualmente"
1487,"Matematica (Licenciatura)",39.9,"4","De tres a cinco","Trabalho Eventualmente"
1488,"Matematica (Licenciatura)",69.7,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1491,"Matematica (Licenciatura)",33.5,"5","Um ou Dois","Trabalho ate 20 horas semanais"
1493,"Matematica (Licenciatura)",27.8,"3","Nenhum","Trabalho de 21 a 31 horas semanais"
1495,"Matematica (Licenciatura)",40.7,"4","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1496,"Matematica (Licenciatura)",49.1,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1499,"Matematica (Licenciatura)",39.7,"5","De tres a cinco","Trabalho Eventualmente"
1500,"Matematica (Licenciatura)",29.8,"6","Nenhum","Trabalho Eventualmente"
1501,"Quimica (Licenciatura)",16.3,"2","Um ou Dois","Trabalho 40 horas semanais ou mais"
1502,"Quimica (Licenciatura)",46.8,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1503,"Quimica (Licenciatura)",49.8,"1","Um ou Dois","Trabalho 40 horas semanais ou mais"
1504,"Quimica (Licenciatura)",46.9,"5","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1505,"Quimica (Licenciatura)",40.3,"5","De tres a cinco","Trabalho 40 horas semanais ou mais"
1506,"Quimica (Licenciatura)",34.2,"4","De seis a oito","Trabalho Eventualmente"
1508,"Quimica (Licenciatura)",36.7,"3","De tres a cinco","Trabalho 40 horas semanais ou mais"
1509,"Quimica (Licenciatura)",34.4,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1510,"Quimica (Licenciatura)",38,"6","Nenhum","Trabalho 40 horas semanais ou mais"
1511,"Quimica (Licenciatura)",47.7,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1512,"Quimica (Licenciatura)",33.3,"5","De seis a oito","Trabalho Eventualmente"
1513,"Quimica (Licenciatura)",41.6,"4","De seis a oito","Trabalho ate 20 horas semanais"
1515,"Quimica (Licenciatura)",29.8,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1517,"Quimica (Licenciatura)",28.4,"6","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1518,"Quimica (Licenciatura)",43,"6","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1519,"Quimica (Licenciatura)",63.1,"6","Um ou Dois","Trabalho ate 20 horas semanais"
1520,"Quimica (Licenciatura)",37.2,"4","Nenhum","Trabalho 40 horas semanais ou mais"
1521,"Quimica (Licenciatura)",32.8,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1522,"Quimica (Licenciatura)",48,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1524,"Quimica (Licenciatura)",27.3,"6","Nenhum","Trabalho Eventualmente"
1525,"Quimica (Licenciatura)",31.5,"3","Nenhum","Trabalho 40 horas semanais ou mais"
1526,"Quimica (Licenciatura)",28.5,"6","De tres a cinco","Trabalho ate 20 horas semanais"
1527,"Quimica (Licenciatura)",31.1,"3","De seis a oito","Trabalho ate 20 horas semanais"
1528,"Quimica (Licenciatura)",35.9,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1534,"Ciencias Biologicas (Licenciatura)",49.4,"5","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1539,"Ciencias Biologicas (Licenciatura)",59.4,"6","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1545,"Ciencias Biologicas (Licenciatura)",35,"1","Nenhum","Trabalho 40 horas semanais ou mais"
1551,"Ciencias Biologicas (Licenciatura)",64,"6","Nenhum","Trabalho Eventualmente"
1557,"Ciencias Biologicas (Licenciatura)",51.7,"6","Nenhum","Trabalho Eventualmente"
1558,"Ciencias Biologicas (Licenciatura)",36.2,"4","Um ou Dois","Trabalho ate 20 horas semanais"
1568,"Letras-Portugues (Licenciatura)",43.4,"6","Mais de oito","Trabalho 40 horas semanais ou mais"
1569,"Letras-Portugues (Licenciatura)",32.6,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1570,"Letras-Portugues (Licenciatura)",62.1,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1571,"Letras-Portugues (Licenciatura)",66.2,"1","Mais de oito","Trabalho Eventualmente"
1572,"Letras-Portugues (Licenciatura)",44.5,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1573,"Letras-Portugues (Licenciatura)",63.9,"6","Mais de oito","Trabalho ate 20 horas semanais"
1583,"Letras-Portugues (Licenciatura)",50.1,"6","De tres a cinco","Trabalho de 21 a 31 horas semanais"
1585,"Letras-Portugues (Licenciatura)",41.2,"4","De tres a cinco","Trabalho 40 horas semanais ou mais"
1586,"Letras-Portugues (Licenciatura)",52,"0","De tres a cinco","Trabalho Eventualmente"
1587,"Letras-Portugues (Licenciatura)",62.7,"6","De tres a cinco","Trabalho Eventualmente"
1589,"Letras-Portugues (Licenciatura)",51.7,"6","Um ou Dois","Trabalho de 21 a 31 horas semanais"
1592,"Letras-Portugues (Licenciatura)",55.2,"6","Mais de oito","Trabalho Eventualmente"
1594,"Letras-Portugues (Licenciatura)",54.9,"3","De tres a cinco","Trabalho Eventualmente"
1596,"Letras-Portugues (Licenciatura)",52.1,"6","Mais de oito","Trabalho Eventualmente"
1600,"Letras - Inlges",55.7,"1","Mais de oito","Trabalho ate 20 horas semanais"
1601,"Letras - Inlges",74,"6","Nenhum","Trabalho ate 20 horas semanais"
1608,"Letras - Inlges",61,"6","De tres a cinco","Trabalho ate 20 horas semanais"
1615,"Letras-Portugues (Licenciatura)",43,"5","De tres a cinco","Trabalho ate 20 horas semanais"
1616,"Letras-Portugues (Licenciatura)",46.5,"6","De tres a cinco","Trabalho ate 20 horas semanais"
1617,"Letras-Portugues (Licenciatura)",52.4,"0","Um ou Dois","Trabalho Eventualmente"
1621,"Letras-Portugues (Licenciatura)",41.5,"4","Um ou Dois","Trabalho 40 horas semanais ou mais"
1623,"Letras-Portugues (Licenciatura)",59.5,"6","Mais de oito","Trabalho ate 20 horas semanais"
1624,"Letras-Portugues (Licenciatura)",54.4,"0","Um ou Dois","Trabalho 40 horas semanais ou mais"
1626,"Letras-Portugues (Licenciatura)",32.6,"5","De tres a cinco","Trabalho 40 horas semanais ou mais"
1627,"Letras-Portugues (Licenciatura)",55.5,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1628,"Letras-Portugues (Licenciatura)",26.6,"4","Nenhum","Trabalho 40 horas semanais ou mais"
1629,"Letras-Portugues (Licenciatura)",37.6,"5","Um ou Dois","Trabalho 40 horas semanais ou mais"
1633,"Letras-Portugues (Licenciatura)",59.1,"5","De tres a cinco","Trabalho 40 horas semanais ou mais"
1634,"Letras-Portugues (Licenciatura)",38.5,"5","De seis a oito","Trabalho 40 horas semanais ou mais"
1635,"Letras-Portugues (Licenciatura)",47.4,"2","Um ou Dois","Trabalho Eventualmente"
1636,"Letras-Portugues (Licenciatura)",41.3,"6","De tres a cinco","Trabalho 40 horas semanais ou mais"
1637,"Letras-Portugues (Licenciatura)",51.2,"6","De seis a oito","Trabalho 40 horas semanais ou mais"
1638,"Letras-Portugues (Licenciatura)",55.4,"6","Mais de oito","Trabalho de 21 a 31 horas semanais"
1641,"Letras-Portugues (Licenciatura)",39.7,"6","De seis a oito","Trabalho Eventualmente"
1643,"Letras-Portugues (Licenciatura)",60.2,"6","De tres a cinco","Trabalho Eventualmente"
1648,"Letras-Portugues (Licenciatura)",34.8,"6","Um ou Dois","Trabalho Eventualmente"
1649,"Letras-Portugues (Licenciatura)",46.9,"4","De seis a oito","Trabalho de 21 a 31 horas semanais"
1651,"Letras-Portugues (Licenciatura)",39.7,"5","Um ou Dois","Trabalho Eventualmente"
1652,"Letras-Portugues (Licenciatura)",48.2,"5","De seis a oito","Trabalho Eventualmente"
1653,"Letras-Portugues (Licenciatura)",33.9,"6","Mais de oito","Trabalho de 21 a 31 horas semanais"
1654,"Letras-Portugues (Licenciatura)",47,"6","Nenhum","Trabalho 40 horas semanais ou mais"
1657,"Letras - Inlges",79.5,"4","De tres a cinco","Trabalho ate 20 horas semanais"
1660,"Letras - Inlges",32.8,"5","Um ou Dois","Trabalho Eventualmente"
1663,"Letras - Inlges",38.1,"6","Um ou Dois","Trabalho 40 horas semanais ou mais"
1664,"Letras - Inlges",38.3,"2","Mais de oito","Trabalho 40 horas semanais ou mais"
1665,"Letras - Inlges",48.6,"3","Um ou Dois","Trabalho Eventualmente"
1667,"Letras - Inlges",51.1,"6","De seis a oito","Trabalho Eventualmente"
1668,"Letras - Inlges",50.1,"6","Um ou Dois","Trabalho Eventualmente"
